_id,OBJECTID,NAME,BOARD_NAME,SCHOOL_TYPE_DESC,MUNICIPALITY,PLACE_NAME,geometry
32521,1157,WILLIAM G DAVIS JUNIOR PUBLIC SCHOOL,Toronto District School Board,English Public,Scarborough,William G Davis Junior Public School,"-79.134474365, 43.7850464258"
32522,1158,WILLIAM G MILLER JUNIOR PUBLIC SCHOOL,Toronto District School Board,English Public,Scarborough,,"-79.1650340052, 43.7685135568"
32523,1159,WILLIAM J MCCORDIC SCHOOL,Toronto District School Board,English Public,former Toronto,William J. McCordic School,"-79.298983338, 43.6906318395"
32524,1160,WILLIAM LYON MACKENZIE COLLEGIATE INSTITUTE,Toronto District School Board,English Public,North York,William Lyon Mackenzie C.I.,"-79.4618941625, 43.7534709581"
32525,1161,WILLIAMSON ROAD JUNIOR PUBLIC SCHOOL,Toronto District School Board,English Public,former Toronto,Williamson Road Junior Public School,"-79.2974698039, 43.6745110572"
32526,1162,WILLOW PARK JUNIOR PUBLIC SCHOOL,Toronto District School Board,English Public,Scarborough,Willow Park Junior Public School,"-79.2095785361, 43.7611980953"
32527,1163,WILLOWDALE CHRISTIAN SCHOOL,,Private,North York,,"-79.4248854064, 43.7863397243"
32528,1164,WILLOWDALE MIDDLE SCHOOL,Toronto District School Board,English Public,North York,Willowdale Middle School,"-79.426088984, 43.7697752168"
32529,1165,WILLOWWOOD SCHOOL,,Private,North York,,"-79.3534844661, 43.7483812286"
32530,1166,WILMINGTON ELEMENTARY SCHOOL,Toronto District School Board,English Public,North York,Wilmington Elementary School,"-79.4604980247, 43.7685583806"
32531,1167,WINCHESTER JUNIOR & SENIOR PUBLIC SCHOOL,Toronto District School Board,English Public,former Toronto,Winchester Public School,"-79.3708962773, 43.666330675"
32532,1168,WINDFIELDS MIDDLE SCHOOL,Toronto District School Board,English Public,North York,Windfields Junior High School,"-79.3705792904, 43.7561115796"
32533,1169,WINONA DRIVE SENIOR PUBLIC SCHOOL,Toronto District School Board,English Public,former Toronto,Winona Drive Junior Public School,"-79.4308587868, 43.6770020665"
32534,1170,WINSTON CHURCHILL COLLEGIATE INSTITUTE,Toronto District School Board,English Public,Scarborough,Winston Churchill Collegiate Institute,"-79.2783774187, 43.748091484"
32535,1171,WISDOM ACADEMY,,Private,North York,,"-79.4288168741, 43.7197314259"
32536,1172,WITHROW AVENUE JUNIOR PUBLIC SCHOOL,Toronto District School Board,English Public,former Toronto,Withrow Public School,"-79.3521296601, 43.6704604609"
32537,1173,WOBURN COLLEGIATE INSTITUTE,Toronto District School Board,English Public,Scarborough,Woburn Collegiate Institute,"-79.2284585859, 43.7781651123"
32538,1174,WOBURN JUNIOR PUBLIC SCHOOL,Toronto District School Board,English Public,Scarborough,Woburn Junior Public School,"-79.2270016649, 43.7795027955"
32539,1175,WOODBINE JUNIOR HIGH SCHOOL,Toronto District School Board,English Public,North York,Woodbine Junior High School,"-79.349385411, 43.7824288155"
32540,1176,WYCHWOOD ELEMENTARY SCHOOL,,Private,former Toronto,St. Michael and All Angels Church,"-79.4228477497, 43.6818580464"
32541,1177,YESHIVA BNEI TZION OF BOBOV,,Private,North York,,"-79.4440053399, 43.7328229094"
32542,1178,YESHIVA DARCHEI TORAH,,Private,North York,,"-79.4448408334, 43.733945427"
32543,1179,YESHIVA GEDOLAH OF TORONTO,,Private,North York,Yeshiva Gedolah,"-79.4356269359, 43.7176693344"
32544,1180,YESHIVA NACHALAS ZVI,,Private,North York,Yeshivah Torath Chaim,"-79.4278779393, 43.7194150374"
32545,1181,YESHIVA OR CHAIM BNEI AKIVA BOYS SCHOOL,,Private,North York,,"-79.4483782516, 43.7454893436"
32546,1182,YESHIVA YESODEI HATORAH,,Private,North York,Yeshiva Yesodei Hatorah School,"-79.4258639356, 43.717992289"
32547,1183,YESHIVAS NEFESH  DOVID,,Private,North York,,"-79.4276757269, 43.7186338799"
32548,1184,YORK HUMBER HIGH SCHOOL,Toronto District School Board,English Public,York,York Humber High School,"-79.5061774594, 43.6885691952"
32549,1185,YORK MEMORIAL COLLEGIATE INSTITUTE,Toronto District School Board,English Public,Etobicoke,Scarlett Heights Entrepreneurial A,"-79.5313072452, 43.6896367606"
32550,1186,YORK MILLS COLLEGIATE INSTITUTE,Toronto District School Board,English Public,North York,York Mills Collegiate Institute,"-79.3735238956, 43.7515290542"
32551,1187,YORK UNIVERSITY - GLENDON CAMPUS,,University,North York,,"-79.378060301, 43.7271679611"
32552,1188,"YORK UNIVERSITY, KEELE CAMPUS",,University,North York,York University,"-79.5023381684, 43.77341009"
32553,1189,YORKDALE SECONDARY SCHOOL & ADULT LEARNING CENTRE,Toronto District School Board,English Public,North York,Yorkdale Secondary School,"-79.459725098, 43.720162065"
32554,1190,YORKLAND HIGH SCHOOL,,Private,Scarborough,St Nicholas Greek Orthodox,"-79.3013419576, 43.8006150839"
32555,1191,YORKVIEW PUBLIC SCHOOL,Toronto District School Board,English Public,North York,Yorkview Public School,"-79.4355664222, 43.7725736106"
32556,1192,YORKWOODS PUBLIC SCHOOL,Toronto District School Board,English Public,North York,Yorkwoods Public School - Building Grounds,"-79.5138847463, 43.7506598381"
32557,1193,Z3 EDUCATION CENTRE SCHOOL,,Private,Scarborough,,"-79.2321175551, 43.7766098499"
32558,1194,ZION HEIGHTS JUNIOR HIGH SCHOOL,Toronto District School Board,English Public,North York,Zion Heights Junior High School,"-79.3710972375, 43.7979149026"
